Z,N,A,EL,mass_excess_keV_value,mass_excess_unc_keV_value,mass_excess_keV_flag,BE_per_A_keV_value,BE_per_A_unc_keV_value,BE_per_A_keV_flag,beta_decay_energy_keV_value,beta_decay_energy_unc_keV_value,S_2n_value,S_2n_unc_value,S_2n_flag,S_2p_value,S_2p_unc_value,S_2p_flag,Q_alpha_value,Q_alpha_unc_value,Q_alpha_flag,S_n_value,S_n_unc_value,S_n_flag,S_p_value,S_p_unc_value,S_p_flag,Total_BE_keV,data_quality,fully_experimental
48,77,125,Cd,-73348.09,2.888,experimental,8357.6815,0.0231,experimental,7064.2177,3.3869,12076.5429,3.9505,experimental,27496.2838,789.4465,experimental,-9590.6686,4.4253,experimental,4719.9718,3.8915,experimental,14407.1105,251.52,experimental,1044710.1875000001,high,True
49,76,125,In,-80412.308,1.77,experimental,8407.9365,0.0142,experimental,5481.3495,2.2131,13125.9103,19.9111,experimental,25421.6692,32.6503,experimental,-8434.3928,12.2381,experimental,7615.8474,30.6118,experimental,11001.8424,3.1524,experimental,1050992.0625,high,True
50,75,125,Sn,-85893.657,1.329,experimental,8445.5285,0.0106,experimental,2361.4366,2.1661,14221.6109,2.4062,experimental,23057.4161,3.0038,experimental,-7244.7366,2.3532,experimental,5733.5,0.2,experimental,12314.85,30.5675,experimental,1055691.0625,high,True
51,74,125,Sb,-88255.094,2.515,experimental,8458.1612,0.0201,experimental,766.7,2.1213,15174.8395,2.1247,experimental,19404.0024,19.947,experimental,-4845.4168,27.4986,experimental,8707.3432,2.1256,experimental,7312.5896,2.1568,experimental,1057270.1500000001,high,True
52,73,125,Te,-89021.794,1.352,experimental,8458.0361,0.0108,experimental,-185.77,0.06,15993.4523,0.0995,experimental,15785.0534,2.4184,experimental,-2250.0837,1.3946,experimental,6568.9703,0.03,experimental,8691.6962,0.1351,experimental,1057254.5125,high,True
53,72,125,I,-88836.024,1.353,experimental,8450.2911,0.0108,experimental,-1636.6632,0.4259,17036.0721,3.4467,experimental,14191.0755,0.1337,experimental,-1661.783,2.134,experimental,9542.7872,1.8605,experimental,5600.8533,0.0671,experimental,1056286.3875,high,True
54,71,125,Xe,-87199.361,1.415,experimental,8430.939,0.0113,experimental,-3109.6184,7.7879,18093.7391,9.5656,experimental,12606.3251,0.4312,experimental,-1081.166,25.8041,experimental,7603.2739,0.3999,experimental,7123.777,1.9063,experimental,1053867.375,high,True
55,70,125,Cs,-84089.742,7.736,experimental,8399.8033,0.0619,experimental,-4420.7663,13.4415,19188.7219,14.3695,experimental,10725.0965,8.5073,experimental,-269.0091,9.0032,experimental,10419.9999,11.9826,experimental,3711.3085,7.7838,experimental,1049975.4124999999,high,True
56,69,125,Ba,-79668.976,10.992,experimental,8358.1784,0.0879,experimental,-5909.4836,27.6308,20156.6489,16.3545,experimental,8998.6603,14.5507,experimental,387.1047,15.0247,experimental,8650.5084,16.6437,experimental,5216.8866,14.3028,experimental,1044772.3,high,True
57,68,125,La,-73759.492,25.997,experimental,8304.6438,0.208,experimental,-7102.0,197.0,21251.0,197.0,estimated,7293.778,28.6791,experimental,917.9334,29.6657,experimental,11572.1933,62.3474,experimental,1958.6778,28.845,experimental,1038080.475,mixed,True
58,67,125,Ce,-66658.0,196.0,estimated,8242.0,2.0,estimated,-8587.0,358.0,22514.0,357.0,estimated,5581.0,196.0,estimated,1662.0,242.0,estimated,9813.0,357.0,estimated,3688.0,204.0,estimated,1030250.0,low,False
59,66,125,Pr,-58070.0,300.0,estimated,8167.0,2.0,estimated,-10001.0,500.0,23983.0,500.0,estimated,3997.0,358.0,estimated,1695.0,424.0,estimated,12991.0,500.0,estimated,443.0,423.0,estimated,1020875.0,low,False
60,65,125,Nd,-48070.0,400.0,estimated,8080.0,3.0,estimated,,,,,not_calculable,2361.0,499.0,estimated,2195.0,566.0,estimated,11311.0,640.0,estimated,2208.0,566.0,estimated,1010000.0,low,False
45,81,126,Rh,-37200.0,500.0,estimated,8087.0,4.0,estimated,14590.0,640.0,8633.0,640.0,estimated,,,not_calculable,-13320.0,583.0,estimated,3442.0,707.0,estimated,16120.0,583.0,estimated,1018962.0,low,False
46,80,126,Pd,-51790.0,400.0,estimated,8197.0,3.0,estimated,8930.0,447.0,9533.0,500.0,estimated,32778.0,721.0,estimated,-12435.0,640.0,estimated,5902.0,565.0,estimated,17249.0,640.0,estimated,1032822.0,low,False
47,79,126,Ag,-60720.0,200.0,estimated,8261.0,2.0,estimated,11535.0,200.0,10633.0,322.0,estimated,30588.0,447.0,estimated,-11266.0,361.0,estimated,4272.0,477.0,estimated,14050.0,447.0,estimated,1040886.0,low,False
48,78,126,Cd,-72255.727,2.304,experimental,8346.7393,0.0183,experimental,5553.65,4.7831,11698.9267,3.4803,experimental,28434.0,300.0,estimated,-10064.474,19.6966,experimental,6978.955,3.694,experimental,15024.7591,433.1509,experimental,1051689.1517999999,high,True
49,77,126,In,-77809.377,4.192,experimental,8384.6067,0.0333,experimental,8205.7585,11.4802,13084.2348,30.8467,experimental,26157.3685,251.5383,experimental,-9128.1749,38.4206,experimental,5468.3873,4.55,experimental,11750.258,5.0901,experimental,1056460.4442,high,True
50,76,126,Sn,-86015.135,10.688,experimental,8443.5227,0.0848,experimental,378.0,30.0,13926.2962,10.6066,experimental,23893.6412,11.0011,experimental,-7827.6671,10.9321,experimental,8192.7963,10.6085,experimental,12891.7988,10.8332,experimental,1063883.8602,high,True
51,75,126,Sb,-86393.135,31.847,experimental,8440.3136,0.2528,experimental,3671.0321,31.8223,14916.7029,31.8224,experimental,20103.2992,44.1229,experimental,-5246.6906,59.315,experimental,6209.3597,31.8928,experimental,7788.4493,31.8204,experimental,1063479.5136,high,True
52,74,126,Te,-90064.168,1.354,experimental,8463.2397,0.0107,experimental,-2153.6712,3.6717,15682.6621,0.0854,experimental,16410.6344,0.3976,experimental,-2549.1306,2.424,experimental,9113.6918,0.08,experimental,9098.0448,2.1228,experimental,1066368.2022,high,True
53,73,126,I,-87910.496,3.778,experimental,8439.9379,0.03,experimental,1235.8904,3.7779,16688.5778,4.1161,experimental,14869.3698,3.6745,experimental,-2001.2077,4.2415,experimental,7145.7906,3.6726,experimental,6177.6736,3.6721,experimental,1063432.1754,high,True
54,72,126,Xe,-89146.38687,0.00562,experimental,8443.5375,0.0003,experimental,-4795.7039,10.3587,17621.6181,1.3579,experimental,13200.1873,1.3517,experimental,-1258.0209,1.3571,experimental,10018.3442,1.4148,experimental,7599.3341,1.3532,experimental,1063885.725,high,True
55,71,126,Cs,-84350.683,10.359,experimental,8399.2673,0.0822,experimental,-1680.7697,16.2322,18752.2587,13.8218,experimental,11564.0703,10.6107,experimental,-696.317,11.582,experimental,8332.2587,12.9285,experimental,4440.2933,10.4548,experimental,1058307.6798,high,True
56,70,126,Ba,-82669.913,12.497,experimental,8379.7187,0.0992,experimental,-7696.4376,91.3663,19722.7638,17.6739,experimental,9580.4505,12.5709,experimental,260.159,16.7224,experimental,11072.2554,16.6437,experimental,5869.1421,14.6978,experimental,1055844.5562,high,True
57,69,126,La,-74973.476,90.508,experimental,8312.4268,0.7183,experimental,-4152.9106,94.7235,20857.4947,106.7847,experimental,7810.3574,90.969,experimental,746.3771,96.5735,experimental,9285.3014,94.1673,experimental,2593.4708,91.1727,experimental,1047365.7767999999,high,True
58,68,126,Ce,-70820.565,27.945,experimental,8273.2581,0.2218,experimental,-10497.0,198.0,22047.0,299.0,estimated,6308.7216,30.612,experimental,1363.4706,39.5199,experimental,12234.0,198.0,estimated,4350.0438,38.1676,experimental,1042430.5205999999,mixed,True
59,67,126,Pr,-60324.0,196.0,estimated,8184.0,2.0,estimated,-6943.0,358.0,23315.0,446.0,estimated,4643.0,204.0,estimated,1795.0,357.0,estimated,10325.0,358.0,estimated,955.0,277.0,estimated,1031184.0,low,False
60,66,126,Nd,-53380.0,300.0,estimated,8122.0,2.0,estimated,-13631.0,583.0,24693.0,583.0,estimated,3042.0,423.0,estimated,2069.0,500.0,estimated,13382.0,500.0,estimated,2599.0,424.0,estimated,1023372.0,low,False
45,82,127,Rh,-33730.0,600.0,estimated,8060.0,5.0,estimated,13490.0,781.0,8043.0,781.0,estimated,,,not_calculable,,,not_calculable,4602.0,781.0,estimated,,,not_calculable,1023620.0,low,False
46,81,127,Pd,-47220.0,500.0,estimated,8160.0,4.0,estimated,11429.0,539.0,9403.0,640.0,estimated,33429.0,583.0,estimated,-13095.0,707.0,estimated,3501.0,640.0,estimated,17309.0,707.0,estimated,1036320.0,low,False
47,80,127,Ag,-58650.0,200.0,estimated,8244.0,2.0,estimated,10092.0,200.0,10272.0,477.0,estimated,31398.0,539.0,estimated,-11884.0,447.0,estimated,6001.0,283.0,estimated,14148.0,447.0,estimated,1046988.0,low,False
48,79,127,Cd,-68741.199,6.2,experimental,8316.8971,0.0488,experimental,8138.6978,11.7675,11535.7451,6.8398,experimental,29360.0,400.0,estimated,-10736.3665,789.4656,experimental,4556.7901,6.6146,experimental,15310.0,200.0,estimated,1056245.9317,high,True
49,78,127,In,-76879.897,10.001,experimental,8374.8212,0.0788,experimental,6589.681,12.026,12610.2251,10.1568,experimental,26937.8999,433.2602,experimental,-9736.232,34.1019,experimental,7141.8378,10.8443,experimental,11913.1408,10.2633,experimental,1063602.2924000002,high,True
50,77,127,Sn,-83469.578,9.226,experimental,8420.5482,0.0726,experimental,3228.716,10.1668,13718.5567,9.2949,experimental,24699.4299,9.6669,experimental,-8480.3104,9.6113,experimental,5525.7604,14.1016,experimental,12949.1719,10.1332,experimental,1069409.6213999998,high,True
51,76,127,Sb,-86698.294,5.083,experimental,8439.811,0.04,experimental,1582.203,4.9102,14585.8361,5.3521,experimental,20863.9282,5.3826,experimental,-5694.1761,20.4319,experimental,8376.4764,32.1992,experimental,7972.1294,11.6956,experimental,1071855.997,high,True
52,75,127,Te,-88280.497,1.365,experimental,8446.109,0.0108,experimental,702.7199,3.5652,15401.3391,0.1959,experimental,16964.7816,0.4796,experimental,-2890.7301,2.4261,experimental,6287.6472,0.1788,experimental,9176.3324,31.8228,experimental,1072655.843,high,True
53,74,127,I,-88983.217,3.621,experimental,8445.482,0.0285,experimental,-662.3336,2.0442,16289.829,3.5638,experimental,15306.065,4.1469,experimental,-2185.2421,3.5651,experimental,9144.0384,2.7399,experimental,6208.0202,3.563,experimental,1072576.214,high,True
54,73,127,Xe,-88320.883,4.088,experimental,8434.1066,0.0322,experimental,-2080.8562,6.4115,17264.1586,4.065,experimental,13877.0314,4.0433,experimental,-1574.8214,4.0444,experimental,7245.8143,4.0881,experimental,7699.3578,3.398,experimental,1071131.5381999998,high,True
55,72,127,Cs,-86240.027,5.578,experimental,8411.5617,0.0439,experimental,-3422.0719,12.6525,18292.9208,9.53,experimental,11981.9452,5.7008,experimental,-722.3549,6.6534,experimental,9960.662,11.7648,experimental,4382.6111,5.5775,experimental,1068268.3359,high,True
56,71,127,Ba,-82817.955,11.357,experimental,8378.456,0.0894,experimental,-4921.8386,27.7403,19291.6152,15.8053,experimental,10196.5364,11.4446,experimental,5.3868,14.8281,experimental,8219.3598,16.8867,experimental,5756.2431,15.3714,experimental,1064063.912,high,True
57,70,127,La,-77896.116,26.0,experimental,8333.5412,0.2047,experimental,-5916.7727,38.8567,20279.2602,36.7676,experimental,8384.3163,27.1265,experimental,722.6242,28.6817,experimental,10993.9588,94.1681,experimental,2515.1743,28.8476,experimental,1058359.7323999999,high,True
58,69,127,Ce,-71979.344,28.876,experimental,8280.7922,0.2274,experimental,-7436.0,198.0,21464.0,198.0,estimated,6888.31,30.8978,experimental,1250.7035,31.3126,experimental,9230.0967,40.184,experimental,4294.8392,95.0025,experimental,1051660.6094,mixed,True
59,68,127,Pr,-64543.0,196.0,estimated,8216.0,2.0,estimated,-8633.0,358.0,22616.0,358.0,estimated,5362.0,197.0,estimated,1683.0,277.0,estimated,12291.0,277.0,estimated,1012.0,198.0,estimated,1043432.0,low,False
60,67,127,Nd,-55910.0,300.0,estimated,8142.0,2.0,estimated,-10600.0,500.0,23983.0,500.0,estimated,3830.0,358.0,estimated,1951.0,423.0,estimated,10601.0,424.0,estimated,2876.0,358.0,estimated,1034034.0,low,False
45,83,128,Rh,-27340.0,300.0,estimated,8010.0,2.0,estimated,17050.0,583.0,6283.0,583.0,estimated,,,not_calculable,,,not_calculable,1681.0,671.0,estimated,,,not_calculable,1025280.0,low,False
46,82,128,Pd,-44390.0,500.0,estimated,8137.0,4.0,estimated,10320.0,583.0,8743.0,640.0,estimated,,,not_calculable,-13226.0,781.0,estimated,5241.0,707.0,estimated,17949.0,781.0,estimated,1041536.0,low,False
47,81,128,Ag,-54710.0,300.0,estimated,8211.0,2.0,estimated,12528.0,300.0,10133.0,361.0,estimated,32088.0,583.0,estimated,-12425.0,500.0,estimated,4132.0,361.0,estimated,14779.0,583.0,estimated,1051008.0,low,False
48,80,128,Cd,-67238.245,6.432,experimental,8303.2367,0.0503,experimental,6951.8716,6.5665,11125.1541,6.8321,experimental,30026.0,400.0,estimated,-11263.0,300.0,estimated,6568.3641,8.934,experimental,15878.0,200.0,estimated,1062814.2976,high,True
49,79,128,In,-74190.117,1.322,experimental,8351.4361,0.0103,experimental,9171.3131,17.7194,12523.3758,4.3953,experimental,28048.0,200.0,estimated,-10385.0819,251.5069,experimental,5381.5379,10.0883,experimental,12737.8887,6.3398,experimental,1068983.8208,high,True
50,78,128,Sn,-83361.43,17.682,experimental,8416.9749,0.1381,experimental,1268.4219,13.3175,13488.9304,20.66,experimental,25683.6449,17.8314,experimental,-9086.9092,17.8733,experimental,7963.17,19.9438,experimental,13770.504,20.3145,experimental,1077372.7872,high,True
51,77,128,Sb,-84629.852,18.788,experimental,8420.7724,0.1468,experimental,4363.9419,18.7862,14379.3523,36.9749,experimental,21398.4167,19.2495,experimental,-6186.9891,35.8734,experimental,6002.8758,19.4616,experimental,8449.2449,20.9302,experimental,1077858.8672,high,True
52,76,128,Te,-88993.794,0.706,experimental,8448.7536,0.0055,experimental,-1255.7634,3.6807,15072.262,1.4923,experimental,17556.6002,10.7064,experimental,-3187.234,1.4587,experimental,8784.6148,1.5027,experimental,9584.4707,5.1223,experimental,1081440.4608,high,True
53,75,128,I,-87738.03,3.621,experimental,8432.8309,0.0283,experimental,2122.5041,3.6211,15970.1698,2.7403,experimental,15922.8368,32.0196,experimental,-2543.8773,3.5659,experimental,6826.1315,0.0471,experimental,6746.5044,3.5654,experimental,1079402.3552,high,True
54,74,128,Xe,-89860.53427,0.0052,experimental,8443.3008,0.0003,experimental,-3928.7617,5.3762,16856.7835,0.0025,experimental,14374.3088,1.3536,experimental,-1761.3085,1.3517,experimental,9610.9692,4.0881,experimental,8166.2886,3.6209,experimental,1080742.5024,high,True
55,73,128,Cs,-85931.773,5.376,experimental,8406.4953,0.042,experimental,-562.6171,5.6122,17723.7258,11.6707,experimental,12599.2183,6.5709,experimental,-992.1338,5.8471,experimental,7763.0638,7.7468,experimental,4899.8605,6.754,experimental,1076031.3984,high,True
56,72,128,Ba,-85369.156,1.61,experimental,8395.9878,0.0126,experimental,-6743.7167,54.4716,18841.8784,12.6006,experimental,10800.7108,1.6104,experimental,-126.6665,2.1064,experimental,10622.5186,11.4705,experimental,6418.0997,5.8053,experimental,1074686.4384,high,True
57,71,128,La,-78625.439,54.448,experimental,8337.1904,0.4254,experimental,-3091.5136,61.2003,19794.5993,105.6229,experimental,8852.6981,55.4244,experimental,690.7057,55.2114,experimental,8800.6405,60.3371,experimental,3096.4549,55.6196,experimental,1067160.3712,high,True
58,70,128,Ce,-75533.925,27.945,experimental,8306.9259,0.2183,experimental,-9203.1617,40.8585,20855.9963,39.5199,experimental,7441.9542,30.612,experimental,1130.9445,30.612,experimental,11625.8996,40.184,experimental,4926.7799,38.1696,experimental,1063286.5152,high,True
59,69,128,Pr,-66330.764,29.808,experimental,8228.9141,0.2329,experimental,-5800.0,202.0,22150.0,198.0,estimated,5935.23,95.2897,experimental,1502.9377,64.0301,experimental,9859.0,198.0,estimated,1640.3908,41.5012,experimental,1053301.0048,mixed,True
60,68,128,Nd,-60530.0,200.0,estimated,8177.0,2.0,estimated,-12311.0,361.0,23293.0,361.0,estimated,4288.0,202.0,estimated,1961.0,359.0,estimated,12692.0,361.0,estimated,3276.0,280.0,estimated,1046656.0,low,False
46,83,129,Pd,-37880.0,600.0,estimated,8086.0,5.0,estimated,13990.0,721.0,6803.0,781.0,estimated,,,not_calculable,-11935.0,671.0,estimated,1561.0,781.0,estimated,17829.0,671.0,estimated,1043094.0,low,False
47,82,129,Ag,-51870.0,400.0,estimated,8188.0,3.0,estimated,11252.0,400.0,9363.0,447.0,estimated,32718.0,721.0,estimated,-12465.0,640.0,estimated,5231.0,500.0,estimated,14769.0,640.0,estimated,1056252.0,low,False
48,81,129,Cd,-63122.142,5.31,experimental,8269.5311,0.0412,experimental,9712.7471,5.6637,10523.5788,8.1631,experimental,30480.0,500.0,estimated,-11587.0,400.0,estimated,3955.2147,8.3404,experimental,15701.0,300.0,estimated,1066769.5119,high,True
49,80,129,In,-72834.889,1.971,experimental,8338.759,0.0153,experimental,7755.7081,17.2376,12097.6281,10.1938,experimental,28763.0,200.0,estimated,-10739.8656,433.1492,experimental,6716.0902,2.3737,experimental,12885.6148,6.7273,experimental,1075699.911,high,True
50,79,129,Sn,-80590.597,17.27,experimental,8392.8161,0.1339,experimental,4038.7874,27.3634,13263.6551,19.5797,experimental,26427.3399,18.3493,experimental,-9667.4226,17.5097,experimental,5300.4851,24.7164,experimental,13689.4512,17.3205,experimental,1082673.2769,high,True
51,78,129,Sb,-84629.384,21.225,experimental,8418.0598,0.1645,experimental,2375.5,21.2132,14073.7265,21.823,experimental,22327.4295,23.4634,experimental,-6641.9923,21.2988,experimental,8070.8506,28.336,experimental,8556.9255,27.6176,experimental,1085929.7142,high,True
52,77,129,Te,-87004.884,0.711,experimental,8430.4098,0.0055,experimental,1502.2919,3.1358,14867.0235,1.5048,experimental,18113.2485,9.2521,experimental,-3536.1428,1.4745,experimental,6082.4087,0.0813,experimental,9664.0036,18.7864,experimental,1087522.8642,high,True
53,76,129,I,-88507.176,3.153,experimental,8435.9908,0.0244,experimental,188.8936,3.1534,15666.5955,4.7975,experimental,16386.8244,5.9768,experimental,-2676.9981,4.026,experimental,8840.464,4.7977,experimental,6802.3536,3.136,experimental,1088242.8132,high,True
54,75,129,Xe,-88696.06975,0.00505,experimental,8431.3904,0.0003,experimental,-1197.0197,4.5532,16517.8227,4.0881,experimental,14993.5151,1.365,experimental,-2099.1917,1.3519,experimental,6906.8535,0.0015,experimental,8247.0107,3.6211,experimental,1087649.3616,high,True
55,74,129,Cs,-87499.05,4.553,experimental,8416.0465,0.0353,experimental,-2438.1843,10.5627,17401.6592,7.2,experimental,13093.7754,5.8174,experimental,-1087.942,4.75,experimental,9638.5955,7.0452,experimental,4927.4868,4.5532,experimental,1085669.9985,high,True
56,73,129,Ba,-85060.866,10.504,experimental,8391.0811,0.0814,experimental,-3737.3247,21.628,18385.5468,15.4695,experimental,11317.9247,11.2711,experimental,-286.4209,10.5985,experimental,7763.0282,10.6189,experimental,6418.0641,11.7996,experimental,1082449.4619,high,True
57,72,129,La,-81323.541,21.343,experimental,8356.0449,0.1655,experimental,-5036.037,35.1633,19570.0607,33.6385,experimental,9661.4562,22.0601,experimental,341.2854,22.7021,experimental,10769.4202,58.4816,experimental,3243.3565,21.4024,experimental,1077929.7921000002,high,True
58,71,129,Ce,-76287.504,27.945,experimental,8310.9411,0.2166,experimental,-6513.9383,40.8585,20450.7963,40.184,experimental,8047.4911,30.1644,experimental,956.556,30.029,experimental,8824.8968,39.5199,experimental,4951.0362,61.2003,experimental,1072111.4019,high,True
59,70,129,Pr,-69773.566,29.808,experimental,8254.3808,0.2311,experimental,-7399.0,204.0,21373.0,198.0,estimated,6455.3914,39.5539,experimental,1561.0107,39.5519,experimental,11514.1203,42.1546,experimental,1528.6115,40.8585,experimental,1064815.1232,mixed,True
60,69,129,Nd,-62375.0,202.0,estimated,8191.0,2.0,estimated,-9195.0,362.0,22607.0,362.0,estimated,4974.0,204.0,estimated,1858.0,281.0,estimated,9916.0,284.0,estimated,3333.0,204.0,estimated,1056639.0,low,False
46,84,130,Pd,-32730.0,300.0,estimated,8046.0,2.0,estimated,13168.0,520.0,4482.0,583.0,estimated,,,not_calculable,,,not_calculable,2921.0,671.0,estimated,,,not_calculable,1045980.0,low,False
